yr_district_id,winner_votes,totalvotes,year,state,winner,winner_party,writein,district_id,winner_voteshare,total_dem_votes,total_rep_votes,total_dem_vote_share,total_rep_vote_share,L1_winner,L2_winner,L3_winner,L4_winner,L5_winner,dL1_winner,L6_winner,L7_winner,L8_winner,L9_winner,L10_winner,incumbent_in_race,incumbent_party,dL2_winner,dL3_winner,dL4_winner,dL5_winner,dL6_winner,dL7_winner,dL8_winner,dL9_winner,dL10_winner,incumbent_L5_races,incumbent_L4_races,incumbent_L3_races,incumbent_L2_races,incumbent_L10_races,rep_wins,dem_wins,rep_L5_wins,rep_L10_wins,dem_L10_wins,dem_L5_wins,rep_L4_wins,rep_L3_wins,rep_L2_wins,rep_L1_wins,dem_L4_wins,dem_L3_wins,dem_L2_wins,dem_L1_wins,rep_L5_voteshare,rep_L10_voteshare,rep_L4_voteshare,rep_L3_voteshare,rep_L2_voteshare,rep_L1_voteshare,dem_L10_voteshare,dem_L5_voteshare,dem_L4_voteshare,dem_L3_voteshare,dem_L2_voteshare,dem_L1_voteshare,target,top_dem_votes,top_dem_candidate,top_rep_votes,top_rep_candidate,dem_incumbent_in_race,rep_incumbent_in_race
2018-NJ-03,153473,306875,2018,New Jersey,AndyKim,democrat,False,NJ-03,0.500115682,153473,149500,0.500115682,0.48716904299999997,TomMacArthur,TomMacArthur,JonRunyan,JonRunyan,JohnAdler,0,JimSaxton,JimSaxton,JimSaxton,JimSaxton,JimSaxton,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,2,1,3,2,1,1,1,1,1,0,0.532839744,0.559213521,0.539341284,0.540069577,0.540170512,0.593171981,0.42827056399999996,0.45081867600000003,0.445221324,0.44411502399999997,0.444421677,0.388727672,1,153473.0,AndyKim,149500.0,TomMacArthur,0,1
2012-NJ-04,195145,306247,2012,New Jersey,ChristopherHSmith,republican,False,NJ-04,0.637214405,107991,195145,0.35262712799999996,0.637214405,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,1,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,1,republican,1,1,1,1,1,1,1,1,1,5,4,3,2,10,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.668782481,0.6595275270000001,0.668468982,0.669665934,0.673441425,0.7096684459999999,0.329703023,0.326485277,0.327403213,0.325910133,0.319922675,0.28721822199999997,0,107991.0,BrianPFroelich,195145.0,ChristopherHSmith,0,1
2014-NJ-04,118826,174849,2014,New Jersey,ChristopherHSmith,republican,False,NJ-04,0.679592105,54415,118826,0.31121138800000003,0.679592105,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,1,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,1,republican,1,1,1,1,1,1,1,1,1,5,4,3,2,10,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.670693606,0.658624114,0.6721474759999999,0.675491652,0.658403255,0.637214405,0.330201724,0.324164848,0.322235447,0.317018913,0.331919258,0.35262712799999996,0,54415.0,RubenMScolavino,118826.0,ChristopherHSmith,0,1
2016-NJ-04,211992,332684,2016,New Jersey,ChristopherHSmith,republican,False,NJ-04,0.637217299,111532,215312,0.335249065,0.647196739,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,1,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,1,republican,1,1,1,1,1,1,1,1,1,5,4,3,2,10,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.667157329,0.659721409,0.668417924,0.65466775,0.663394422,0.679592105,0.330019424,0.324838171,0.32157645100000004,0.333029194,0.323230227,0.31121138800000003,0,111532.0,LornaPhillipson,211992.0,ChristopherHSmith,0,1
2018-NJ-04,163065,294348,2018,New Jersey,ChristopherHSmith,republican,False,NJ-04,0.553987117,126766,164452,0.430667102,0.5586992270000001,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,1,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,ChristopherHSmith,1,republican,1,1,1,1,1,1,1,1,1,5,4,3,2,10,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.646474184,0.653422014,0.630675619,0.6284960239999999,0.602947983,0.647196739,0.338133568,0.34339458100000003,0.35743867100000004,0.359042518,0.382958084,0.335249065,0,126766.0,JoshuaWelle,163065.0,ChristopherHSmith,0,1
2012-NJ-05,167501,304371,2012,New Jersey,ScottGarrett,republican,False,NJ-05,0.550318526,136870,167501,0.44968147399999997,0.550318526,ScottGarrett,ScottGarrett,ScottGarrett,ScottGarrett,ScottGarrett,1,MargeRoukema,MargeRoukema,MargeRoukema,MargeRoukema,MargeRoukema,1,republican,1,1,1,1,0,0,0,0,0,5,4,3,2,5,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.576637571,0.623974459,0.5768783279999999,0.586149656,0.599857027,0.649395528,0.356668263,0.416090457,0.41734850799999995,0.41039122899999997,0.39495430200000003,0.34022712899999996,0,130100.0,AdamGussen,167501.0,ScottGarrett,0,1
2014-NJ-05,104678,188921,2014,New Jersey,ScottGarrett,republican,False,NJ-05,0.554083453,81808,104678,0.43302756200000003,0.554083453,ScottGarrett,ScottGarrett,ScottGarrett,ScottGarrett,ScottGarrett,1,ScottGarrett,MargeRoukema,MargeRoukema,MargeRoukema,MargeRoukema,1,republican,1,1,1,1,1,0,0,0,0,5,4,3,2,6,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.5723193529999999,0.6036044429999999,0.578133105,0.584599169,0.552200989,0.550318526,0.37807504799999997,0.420484319,0.41605031200000003,0.407645388,0.441354518,0.44968147399999997,0,81808.0,RoyCho,104678.0,ScottGarrett,0,1
2016-NJ-05,172587,337701,2016,New Jersey,JoshGottheimer,democrat,False,NJ-05,0.5110645220000001,172587,165114,0.5110645220000001,0.488935478,ScottGarrett,ScottGarrett,ScottGarrett,ScottGarrett,ScottGarrett,0,ScottGarrett,ScottGarrett,MargeRoukema,MargeRoukema,MargeRoukema,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,1,1,3,2,1,1,1,1,1,0,0.56029358,0.58120445,0.560683246,0.531112486,0.521509465,0.554083453,0.404428126,0.435053154,0.433500172,0.464591186,0.47204604200000005,0.43302756200000003,1,172587.0,JoshGottheimer,157690.0,ScottGarrett,0,1
2018-NJ-05,169546,301823,2018,New Jersey,JoshGottheimer,democrat,False,NJ-05,0.561739828,169546,130370,0.561739828,0.4319419,JoshGottheimer,ScottGarrett,ScottGarrett,ScottGarrett,ScottGarrett,1,ScottGarrett,ScottGarrett,ScottGarrett,MargeRoukema,MargeRoukema,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,8,2,2,2,1,0,0,2,2,2,1,0.534934977,0.560674102,0.506319839,0.49165361,0.460438689,0.488935478,0.42734011,0.459148103,0.488878346,0.501943971,0.536402175,0.5110645220000001,1,169546.0,JoshGottheimer,128255.0,JohnJMcCannJr,1,0
2012-NJ-06,151782,239638,2012,New Jersey,FrankPalloneJr,democrat,False,NJ-06,0.633380349,151782,85752,0.633380349,0.357839742,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,1,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,1,democrat,1,1,1,1,1,1,1,1,1,5,4,3,2,10,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.34441691799999996,0.348157723,0.353460869,0.37033731,0.39745563799999994,0.437071535,0.634444655,0.6410553170000001,0.634058305,0.616775191,0.590416972,0.547453595,1,151782.0,FrankPalloneJr,84360.0,AnnaLittle,1,0
2014-NJ-06,72190,120457,2014,New Jersey,FrankPalloneJr,democrat,False,NJ-06,0.599300995,72190,48267,0.599300995,0.400699005,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,1,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,1,democrat,1,1,1,1,1,1,1,1,1,5,4,3,2,10,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.36290849700000005,0.350158921,0.37792773399999996,0.398536761,0.37926937299999997,0.357839742,0.6340195,0.627106843,0.6124066420000001,0.593378313,0.616340672,0.633380349,1,72190.0,FrankPalloneJr,46891.0,AnthonyEWilkinson,1,0
2016-NJ-06,167895,263435,2016,New Jersey,FrankPalloneJr,democrat,False,NJ-06,0.637329892,169807,93628,0.644587849,0.355412151,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,1,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,1,democrat,1,1,1,1,1,1,1,1,1,5,4,3,2,10,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.373424617,0.349626458,0.387755608,0.371316966,0.37805557799999995,0.400699005,0.637225963,0.618842883,0.606180697,0.6257563979999999,0.621944422,0.599300995,1,167895.0,FrankPalloneJr,91908.0,BrentSonnekSchmelz,1,0
2018-NJ-06,140752,221195,2018,New Jersey,FrankPalloneJr,democrat,False,NJ-06,0.636325414,140752,80443,0.636325414,0.363674586,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,1,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,FrankPalloneJr,1,democrat,1,1,1,1,1,1,1,1,1,5,4,3,2,10,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.382939404,0.34572007200000004,0.369406371,0.373261914,0.359543368,0.355412151,0.6438547379999999,0.61220964,0.628398652,0.626738086,0.640456632,0.644587849,1,140752.0,FrankPalloneJr,80443.0,RichardJPezzullo,1,0
2012-NJ-07,175662,307315,2012,New Jersey,LeonardLance,republican,False,NJ-07,0.5716024270000001,123057,179740,0.40042627299999994,0.5848722,LeonardLance,LeonardLance,MikeFerguson,MikeFerguson,MikeFerguson,1,MikeFerguson,BobFranks,BobFranks,BobFranks,BobFranks,1,republican,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.5508373010000001,0.553569089,0.546340305,0.5602675460000001,0.589307039,0.593741878,0.42397623100000004,0.424995014,0.427096269,0.409632482,0.403342198,0.40625812200000005,0,123057.0,UpendraJChivukula,175662.0,LeonardLance,0,1
2014-NJ-07,104287,175997,2014,New Jersey,LeonardLance,republican,False,NJ-07,0.592549873,68232,107765,0.387688427,0.6123115729999999,LeonardLance,LeonardLance,LeonardLance,MikeFerguson,MikeFerguson,1,MikeFerguson,MikeFerguson,BobFranks,BobFranks,BobFranks,1,republican,1,1,0,0,0,0,0,0,0,3,3,3,2,3,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.5595345589999999,0.5552224170000001,0.573278553,0.596975217,0.598591886,0.5848722,0.42401833899999997,0.419214701,0.404146468,0.398124274,0.39405735,0.40042627299999994,0,68232.0,JaniceKovach,104287.0,LeonardLance,0,1
2016-NJ-07,185850,343635,2016,New Jersey,LeonardLance,republican,False,NJ-07,0.54083548,148188,195447,0.431236632,0.5687633679999999,LeonardLance,LeonardLance,LeonardLance,LeonardLance,MikeFerguson,1,MikeFerguson,MikeFerguson,MikeFerguson,BobFranks,BobFranks,1,republican,1,1,1,0,0,0,0,0,0,4,4,3,2,4,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.572375516,0.556708787,0.589922255,0.588649047,0.59053747,0.6123115729999999,0.425311765,0.409564501,0.406402363,0.40645044399999997,0.40946253,0.387688427,0,148188.0,PeterJacob,185850.0,LeonardLance,0,1
2018-NJ-07,166985,322742,2018,New Jersey,TomMalinowski,democrat,False,NJ-07,0.517394699,169661,150785,0.525686152,0.467199807,LeonardLance,LeonardLance,LeonardLance,LeonardLance,LeonardLance,0,MikeFerguson,MikeFerguson,MikeFerguson,MikeFerguson,BobFranks,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,1,1,3,2,1,1,1,1,1,0,0.565377765,0.550909213,0.558286737,0.549424916,0.5179815870000001,0.5687633679999999,0.433449746,0.430259121,0.436259371,0.44820373700000005,0.47846139200000004,0.431236632,1,166985.0,TomMalinowski,150785.0,LeonardLance,0,1
2012-NJ-08,130853,167790,2012,New Jersey,AlbioSires,democrat,False,NJ-08,0.7798617320000001,130853,31763,0.7798617320000001,0.189302104,BillBascrellJr,BillBascrellJr,BillBascrellJr,BillBascrellJr,BillBascrellJr,0,BillBascrellJr,BillBascrellJr,BillBascrellJr,WilliamJMartini,HerbKlein,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,5,0,0,0,0,4,3,2,1,0.283481146,0.337448401,0.282663515,0.279840971,0.27531716100000003,0.361332219,0.6503603410000001,0.7042121309999999,0.7066053059999999,0.7058507909999999,0.703220482,0.626579231,1,130853.0,AlbioSires,31763.0,MariaKarczewski,0,0
2014-NJ-08,61510,79518,2014,New Jersey,AlbioSires,democrat,False,NJ-08,0.773535552,61510,15141,0.773535552,0.19040971899999998,AlbioSires,BillBascrellJr,BillBascrellJr,BillBascrellJr,BillBascrellJr,1,BillBascrellJr,BillBascrellJr,BillBascrellJr,BillBascrellJr,WilliamJMartini,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.264212756,0.30505835600000003,0.257483158,0.247014681,0.18985591100000002,0.189302104,0.679144913,0.719991355,0.722771981,0.726658838,0.776698642,0.7798617320000001,1,61510.0,AlbioSires,15141.0,JudeAnthonyTiscornia,1,0
2016-NJ-08,134733,174889,2016,New Jersey,AlbioSires,democrat,False,NJ-08,0.770391505,134733,35775,0.770391505,0.20455832,AlbioSires,AlbioSires,BillBascrellJr,BillBascrellJr,BillBascrellJr,1,BillBascrellJr,BillBascrellJr,BillBascrellJr,BillBascrellJr,BillBascrellJr,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.24689819100000002,0.277552864,0.23640059,0.194756714,0.19748401899999998,0.19040971899999998,0.7049848879999999,0.732295886,0.737592005,0.774596263,0.7719635290000001,0.773535552,1,134733.0,AlbioSires,32337.0,AghaKhan,1,0
2018-NJ-08,119881,153455,2018,New Jersey,AlbioSires,democrat,False,NJ-08,0.7812127329999999,119881,29916,0.7812127329999999,0.19494966,AlbioSires,AlbioSires,AlbioSires,BillBascrellJr,BillBascrellJr,1,BillBascrellJr,BillBascrellJr,BillBascrellJr,BillBascrellJr,BillBascrellJr,1,democrat,1,1,0,0,0,0,0,0,0,3,3,3,2,3,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.228110404,0.261601235,0.194804951,0.196639233,0.19975399,0.20455832,0.72102695,0.7463161509999999,0.77625038,0.775046597,0.7758021190000001,0.770391505,1,119881.0,AlbioSires,28725.0,JohnRMuniz,1,0
2012-NJ-09,162822,220133,2012,New Jersey,BillPascrell,democrat,False,NJ-09,0.7396528459999999,162822,55091,0.7396528459999999,0.250262341,StevenRRothman,StevenRRothman,StevenRRothman,StevenRRothman,StevenRRothman,0,StevenRRothman,StevenRRothman,StevenRRothman,RobertGTorricelli,RobertGTorricelli,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.306444828,0.325492345,0.303791662,0.31304479,0.314346871,0.378431401,0.663223145,0.685313809,0.687812984,0.678829255,0.6806107229999999,0.6215685989999999,1,162822.0,BillPascrell,55091.0,ShmuleyBoteach,0,0
2014-NJ-09,82498,120459,2014,New Jersey,BillPascrell,democrat,False,NJ-09,0.68486373,82498,36246,0.68486373,0.300899061,BillPascrell,StevenRRothman,StevenRRothman,StevenRRothman,StevenRRothman,1,StevenRRothman,StevenRRothman,StevenRRothman,StevenRRothman,RobertGTorricelli,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.303213142,0.319525136,0.310008358,0.309864268,0.27558070100000004,0.250262341,0.669175745,0.6872231329999999,0.680337874,0.682028392,0.712258288,0.7396528459999999,1,82498.0,BillPascrell,36246.0,DierdreGPaul,1,0
2016-NJ-09,162642,233242,2016,New Jersey,BillPascrell,democrat,False,NJ-09,0.69731009,162642,68703,0.69731009,0.294556726,BillPascrell,BillPascrell,StevenRRothman,StevenRRothman,StevenRRothman,1,StevenRRothman,StevenRRothman,StevenRRothman,StevenRRothman,StevenRRothman,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.30691803100000004,0.306784345,0.30603738199999997,0.281906043,0.297727893,0.300899061,0.683131852,0.683732317,0.6858488159999999,0.707275555,0.69108691,0.68486373,1,162642.0,BillPascrell,65376.0,HectorLCastillo,1,0
2018-NJ-09,140832,200416,2018,New Jersey,BillPascrell,democrat,False,NJ-09,0.702698387,140832,59584,0.702698387,0.297301613,BillPascrell,BillPascrell,BillPascrell,StevenRRothman,StevenRRothman,1,StevenRRothman,StevenRRothman,StevenRRothman,StevenRRothman,StevenRRothman,1,democrat,1,1,0,0,0,0,0,0,0,3,3,3,2,3,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.304290228,0.30271177899999996,0.285754935,0.29758579999999996,0.295929169,0.294556726,0.688838814,0.68921873,0.706131263,0.694957402,0.7000042390000001,0.69731009,1,140832.0,BillPascrell,57854.0,EricPFisher,1,0
2012-NJ-10,201435,230060,2012,New Jersey,DonaldMPayne,democrat,False,NJ-10,0.875575937,201435,25498,0.875575937,0.110831957,DonaldMPayne,DonaldMPayne,DonaldMPayne,DonaldMPayne,DonaldMPayne,1,DonaldMPayne,DonaldMPayne,DonaldMPayne,DonaldMPayne,DonaldMPayne,1,democrat,1,1,1,1,1,1,1,1,1,5,4,3,2,10,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.047832078,0.098932684,0.059790097,0.07972013,0.119580194,0.128328432,0.8857442059999999,0.939236886,0.9318488359999999,0.909131782,0.863697673,0.8518194090000001,1,201435.0,DonaldMPayne,24271.0,BrianCKelemen,1,0
2014-NJ-10,95734,112123,2014,New Jersey,DonaldMPayne,democrat,False,NJ-10,0.8538301690000001,95734,14154,0.8538301690000001,0.126236365,DonaldMPayne,DonaldMPayne,DonaldMPayne,DonaldMPayne,DonaldMPayne,1,DonaldMPayne,DonaldMPayne,DonaldMPayne,DonaldMPayne,DonaldMPayne,1,democrat,1,1,1,1,1,1,1,1,1,5,4,3,2,10,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.073079351,0.089675221,0.09134918800000001,0.121798918,0.118534161,0.110831957,0.894632834,0.916245103,0.8953063790000001,0.860408505,0.8647030529999999,0.875575937,1,95734.0,DonaldMPayne,14154.0,YolandaDentley,1,0
2016-NJ-10,190856,222771,2016,New Jersey,DonaldMPayne,democrat,False,NJ-10,0.85673629,190856,26450,0.85673629,0.11873179199999999,DonaldMPayne,DonaldMPayne,DonaldMPayne,DonaldMPayne,DonaldMPayne,1,DonaldMPayne,DonaldMPayne,DonaldMPayne,DonaldMPayne,DonaldMPayne,1,democrat,1,1,1,1,1,1,1,1,1,5,4,3,2,10,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.09682570900000001,0.08692772,0.121032136,0.118600038,0.12248407800000001,0.126236365,0.8961504990000001,0.8875923609999999,0.859490451,0.862047465,0.85528323,0.8538301690000001,1,190856.0,DonaldMPayne,26450.0,DavidHPinckney,1,0
2018-NJ-10,175253,200159,2018,New Jersey,DonaldMPayne,democrat,False,NJ-10,0.875568923,175253,20798,0.875568923,0.103907394,DonaldMPayne,DonaldMPayne,DonaldMPayne,DonaldMPayne,DonaldMPayne,1,DonaldMPayne,DonaldMPayne,DonaldMPayne,DonaldMPayne,DonaldMPayne,1,democrat,1,1,1,1,1,1,1,1,1,5,4,3,2,10,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.117607188,0.08647719,0.114926877,0.11629185,0.11131959300000001,0.11873179199999999,0.900205858,0.862706146,0.86542783,0.862045127,0.8661526070000001,0.85673629,1,175253.0,DonaldMPayne,20191.0,AghaKhan,1,0
2012-NJ-11,182237,309859,2012,New Jersey,RodneyPFrelinghuysen,republican,False,NJ-11,0.588128794,123897,182237,0.399849609,0.588128794,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,1,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,DeanAGallo,1,republican,1,1,1,1,1,1,1,1,0,5,4,3,2,9,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.64192343,0.6677549,0.63271371,0.633814813,0.64150114,0.6948734870000001,0.319585471,0.350330411,0.360370463,0.358346196,0.352488061,0.305126513,0,123897.0,JohnArvanites,182237.0,RodneyPFrelinghuysen,0,1
2014-NJ-11,109455,174932,2014,New Jersey,RodneyPFrelinghuysen,republican,False,NJ-11,0.625700272,65477,109455,0.37429972799999994,0.625700272,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,1,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,1,republican,1,1,1,1,1,1,1,1,1,5,4,3,2,10,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.631311023,0.659121007,0.6317861779999999,0.636234184,0.606914533,0.588128794,0.329055203,0.36315631600000003,0.362334579,0.359758617,0.387074669,0.399849609,0,65477.0,MarkDunec,109455.0,RodneyPFrelinghuysen,0,1
2016-NJ-11,194299,334992,2016,New Jersey,RodneyPFrelinghuysen,republican,False,NJ-11,0.5800108660000001,130162,197774,0.38855256200000005,0.590384248,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,1,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,1,republican,1,1,1,1,1,1,1,1,1,5,4,3,2,10,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.623505792,0.651890296,0.6247716999999999,0.601404438,0.60804226,0.625700272,0.337050365,0.367578175,0.36695710299999995,0.3875673,0.381426145,0.37429972799999994,0,130162.0,JosephMWenzel,194299.0,RodneyPFrelinghuysen,0,1
2018-NJ-11,183684,323574,2018,New Jersey,MikieSherrill,democrat,False,NJ-11,0.56767231,183684,137708,0.56767231,0.425584256,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,0,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,RodneyPFrelinghuysen,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,1,1,3,2,1,1,1,1,1,0,0.584934211,0.626710706,0.557449392,0.547222925,0.5079842520000001,0.590384248,0.36417424200000004,0.407100144,0.43259355200000005,0.4435082,0.47811243600000003,0.38855256200000005,1,183684.0,MikieSherrill,136322.0,JayWebber,0,0
2012-NJ-12,189926,274378,2012,New Jersey,RushHolt,democrat,False,NJ-12,0.692205643,189926,80906,0.692205643,0.29487058,RushHolt,RushHolt,RushHolt,RushHolt,RushHolt,1,RushHolt,RushHolt,MikePappas,DickZimmer,DickZimmer,1,democrat,1,1,1,1,1,1,0,0,0,5,4,3,2,7,0,1,0,2,8,5,0,0,0,0,4,3,2,1,0.369388255,0.438397944,0.36251175700000005,0.369008888,0.37692813799999997,0.458985696,0.5483332679999999,0.62066052,0.627706354,0.617948594,0.611330614,0.530455584,1,189926.0,RushHolt,80906.0,EricABeck,1,0
2014-NJ-12,90430,148366,2014,New Jersey,BonnieWatson,democrat,False,NJ-12,0.6095062210000001,91320,54168,0.6155049,0.365097125,RushHolt,RushHolt,RushHolt,RushHolt,RushHolt,0,RushHolt,RushHolt,RushHolt,MikePappas,DickZimmer,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,5,0,0,0,0,4,3,2,1,0.363028831,0.405283715,0.36803094700000005,0.37298446700000004,0.32998385199999997,0.29487058,0.5795077,0.625266063,0.61733767,0.612722042,0.653855272,0.692205643,1,90430.0,BonnieWatson,54168.0,AlietaEck,0,0
2016-NJ-12,181430,288634,2016,New Jersey,BonnieWatson,democrat,False,NJ-12,0.628581525,183565,94889,0.635978436,0.328751983,BonnieWatson,RushHolt,RushHolt,RushHolt,RushHolt,1,RushHolt,RushHolt,RushHolt,RushHolt,MikePappas,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.360175154,0.387712997,0.361926346,0.32957322899999997,0.346924554,0.365097125,0.59645465,0.621065823,0.618536141,0.647896326,0.625741668,0.6155049,1,181430.0,BonnieWatson,92407.0,StevenJUccio,1,0
2018-NJ-12,173334,252375,2018,New Jersey,BonnieWatson,democrat,False,NJ-12,0.686811293,173334,79041,0.686811293,0.313188707,BonnieWatson,BonnieWatson,RushHolt,RushHolt,RushHolt,1,RushHolt,RushHolt,RushHolt,RushHolt,RushHolt,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.35217881799999995,0.37178578100000004,0.325477099,0.33567927200000003,0.320970345,0.328751983,0.615014984,0.632191171,0.657625068,0.64609821,0.661394865,0.635978436,1,173334.0,BonnieWatson,79041.0,DarylKipnis,1,0
2012-NM-01,162924,275856,2012,New Mexico,MichelleLujanGrisham,democrat,False,NM-01,0.590612493,162924,112473,0.590612493,0.407723595,MartinHeinrich,MartinHeinrich,HeatherWilson,HeatherWilson,HeatherWilson,0,HeatherWilson,HeatherWilson,StevenSchiff,StevenSchiff,StevenSchiff,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,3,3,1,0,0,0,3,3,2,1,0.47583839,0.522572434,0.458798283,0.44438464,0.444849195,0.481974795,0.47483659899999997,0.523685604,0.5407857389999999,0.555060723,0.554318849,0.518025205,1,162924.0,MichelleLujanGrisham,112473.0,JaniceEArnoldJones,0,0
2014-NM-01,105474,180032,2014,New Mexico,MichelleLujanGrisham,democrat,False,NM-01,0.5858625129999999,105474,74558,0.5858625129999999,0.414137487,MichelleLujanGrisham,MartinHeinrich,MartinHeinrich,HeatherWilson,HeatherWilson,1,HeatherWilson,HeatherWilson,HeatherWilson,StevenSchiff,StevenSchiff,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,6,4,4,0,0,0,0,4,3,2,1,0.449866124,0.49005696,0.436822851,0.434611959,0.41093054100000004,0.407723595,0.507352073,0.549801094,0.56276117,0.564833404,0.588237503,0.590612493,1,105474.0,MichelleLujanGrisham,74558.0,MichaelHFrese,1,0
